"AttributeName","Consistency","ValueIDS","RecordIDS","Values","FusedValue","IsCorrect","CorrectValue"
"listingStatuses","1.0","listingStatuses-{BIO15660}","BIO15660","{[none]}","[none]",,
"category","1.0","category-{BIO41072+http://www.wikidata.org/entity/q1443935}","BIO41072+http://www.wikidata.org/entity/q1443935","{Insect|Insect}","Insect",,
"regions","1.0","regions-{BIO26615}","BIO26615","{[5, 6, 8, 2, 1, 7, 4]}","[1, 2, 4, 5, 6, 7, 8]",,
"commonNames","0.0","commonNames-{BIO45733+http://www.wikidata.org/entity/q1272474}","BIO45733+http://www.wikidata.org/entity/q1272474","{[none]|[xylaria hypoxylon]}","[xylaria hypoxylon, none]",,
"category","1.0","category-{BIO03939+http://www.wikidata.org/entity/q1125768}","BIO03939+http://www.wikidata.org/entity/q1125768","{Vascular Plant|Vascular Plant}","Vascular Plant",,
"category","1.0","category-{BIO11117+http://www.wikidata.org/entity/q1641496}","BIO11117+http://www.wikidata.org/entity/q1641496","{Fungi|Fungi}","Fungi",,
"scientificName","1.0","scientificName-{BIO08653+http://www.wikidata.org/entity/q926867}","BIO08653+http://www.wikidata.org/entity/q926867","{cepphus columba|cepphus columba}","cepphus columba",,
"scientificName","1.0","scientificName-{BIO34340+http://www.wikidata.org/entity/q746696}","BIO34340+http://www.wikidata.org/entity/q746696","{plegadis chihi|plegadis chihi}","plegadis chihi",,
"category","1.0","category-{BIO28861+http://www.wikidata.org/entity/q1346388}","BIO28861+http://www.wikidata.org/entity/q1346388","{Insect|Insect}","Insect",,
"category","1.0","category-{BIO05353+http://www.wikidata.org/entity/q466194}","BIO05353+http://www.wikidata.org/entity/q466194","{Insect|Insect}","Insect",,
"listingStatuses","1.0","listingStatuses-{BIO19512+ES277}","BIO19512+ES277","{[endangered]|[endangered]}","[endangered]",,
"category","1.0","category-{BIO21193+http://www.wikidata.org/entity/q1309743}","BIO21193+http://www.wikidata.org/entity/q1309743","{Insect|Insect}","Insect",,
"scientificName","1.0","scientificName-{BIO15664+http://www.wikidata.org/entity/q2182661}","BIO15664+http://www.wikidata.org/entity/q2182661","{epicauta puncticollis|epicauta puncticollis}","epicauta puncticollis",,
"regionnames","1.0","regionnames-{BIO38251}","BIO38251","{[pacific southwest]}","[pacific southwest]",,
"commonNames","0.0","commonNames-{BIO00894+http://www.wikidata.org/entity/q1821197}","BIO00894+http://www.wikidata.org/entity/q1821197","{[none]|[grease moth, aglossa cuprina]}","[aglossa cuprina, none, grease moth]",,
"regions","1.0","regions-{BIO27946}","BIO27946","{[4]}","[4]",,
"listingStatuses","1.0","listingStatuses-{BIO10632}","BIO10632","{[none]}","[none]",,
"category","1.0","category-{BIO32458+http://www.wikidata.org/entity/q1769211}","BIO32458+http://www.wikidata.org/entity/q1769211","{Mammal|Mammal}","Mammal",,
"category","1.0","category-{BIO24440+http://www.wikidata.org/entity/q1304007}","BIO24440+http://www.wikidata.org/entity/q1304007","{Bird|Bird}","Bird",,
"regions","1.0","regions-{BIO05014}","BIO05014","{[7]}","[7]",,
"scientificName","1.0","scientificName-{BIO00159+http://www.wikidata.org/entity/q614252}","BIO00159+http://www.wikidata.org/entity/q614252","{acanthocybium solandri|acanthocybium solandri}","acanthocybium solandri",,
"regionnames","1.0","regionnames-{BIO39454}","BIO39454","{[pacific southwest, southeast, alaska]}","[pacific southwest, alaska, southeast]",,
"regionnames","1.0","regionnames-{BIO38250}","BIO38250","{[northeast, southeast]}","[northeast, southeast]",,
"regions","1.0","regions-{BIO11309+ES825}","BIO11309+ES825","{[8]|[8]}","[8]",,
"scientificName","0.6666666666666666","scientificName-{BIO23810+ES1343+http://www.wikidata.org/entity/q33261}","BIO23810+ES1343+http://www.wikidata.org/entity/q33261","{leopardus pardalis|leopardus ( felis) pardalis|leopardus pardalis}","leopardus pardalis",,
"regions","1.0","regions-{BIO27814}","BIO27814","{[4]}","[4]",,
"commonNames","0.0","commonNames-{BIO05144+http://www.wikidata.org/entity/q803927}","BIO05144+http://www.wikidata.org/entity/q803927","{[north pacific bottlenose whale (baird s beaked), north pacific bottle nosed whale]|[bairds beaked whale, pacific giant bottlenosed whale, four toothed whale, north pacific bottlenose whale, northern four toothed whale, giant bottle nosed whale, baird’s beaked whale, berardius bairdii]}","[four toothed whale, north pacific bottlenose whale (baird s beaked), baird’s beaked whale, pacific giant bottlenosed whale, berardius bairdii, north pacific bottlenose whale, northern four toothed whale, north pacific bottle nosed whale, bairds beaked whale, giant bottle nosed whale]",,
"scientificName","1.0","scientificName-{BIO43393+http://www.wikidata.org/entity/q1122241}","BIO43393+http://www.wikidata.org/entity/q1122241","{thunnus obesus|thunnus obesus}","thunnus obesus",,
"regionnames","1.0","regionnames-{BIO16680}","BIO16680","{[mountain prairie]}","[mountain prairie]",,
"category","1.0","category-{BIO20378+http://www.wikidata.org/entity/q522625}","BIO20378+http://www.wikidata.org/entity/q522625","{Slug/Snail|Slug/Snail}","Slug/Snail",,
"regionnames","1.0","regionnames-{BIO17873}","BIO17873","{[southeast]}","[southeast]",,
"regionnames","1.0","regionnames-{BIO39322}","BIO39322","{[pacific]}","[pacific]",,
"listingStatuses","0.0","listingStatuses-{BIO32471+http://www.wikidata.org/entity/q1768106}","BIO32471+http://www.wikidata.org/entity/q1768106","{[none]|[least concern]}","[least concern, none]",,
"category","1.0","category-{BIO05126+http://www.wikidata.org/entity/q1765604}","BIO05126+http://www.wikidata.org/entity/q1765604","{Insect|Insect}","Insect",,
"scientificName","1.0","scientificName-{BIO17880+http://www.wikidata.org/entity/q372893}","BIO17880+http://www.wikidata.org/entity/q372893","{flammulina velutipes|flammulina velutipes}","flammulina velutipes",,
"category","1.0","category-{BIO14474+ES1219}","BIO14474+ES1219","{Insect|Insect}","Insect",,
"regionnames","1.0","regionnames-{BIO39455}","BIO39455","{[southeast]}","[southeast]",,
"commonNames","0.0","commonNames-{BIO15431+http://www.wikidata.org/entity/q682785}","BIO15431+http://www.wikidata.org/entity/q682785","{[none]|[white shouldered house moth]}","[white shouldered house moth, none]",,
"commonNames","0.0","commonNames-{BIO01672+http://www.wikidata.org/entity/q1407596}","BIO01672+http://www.wikidata.org/entity/q1407596","{[marbled salamander]|[marbled salamander, ambystoma opacum]}","[ambystoma opacum, marbled salamander]",,
"listingStatuses","0.0","listingStatuses-{BIO05046+http://www.wikidata.org/entity/q307256}","BIO05046+http://www.wikidata.org/entity/q307256","{[under review]|[data deficient]}","[data deficient, under review]",,
"scientificName","1.0","scientificName-{BIO03252+ES417}","BIO03252+ES417","{arenaria paludicola|arenaria paludicola}","arenaria paludicola",,
"commonNames","0.0","commonNames-{BIO42023+http://www.wikidata.org/entity/q921348}","BIO42023+http://www.wikidata.org/entity/q921348","{[african collared dove]|[african collared dove, rose grey dove, barbary dove, ringed turtle dove, african collared dove]}","[rose grey dove, barbary dove, ringed turtle dove, african collared dove]",,
"regions","1.0","regions-{BIO33822}","BIO33822","{[5, 2, 4]}","[2, 4, 5]",,
"commonNames","0.0","commonNames-{BIO24719+http://www.wikidata.org/entity/q511190}","BIO24719+http://www.wikidata.org/entity/q511190","{[none]|[limnophila emmelina]}","[none, limnophila emmelina]",,
"commonNames","1.0","commonNames-{BIO19722+http://www.wikidata.org/entity/q372177}","BIO19722+http://www.wikidata.org/entity/q372177","{[dragonhunter]|[dragonhunter]}","[dragonhunter]",,
"regions","1.0","regions-{BIO30227}","BIO30227","{[5, 4, 3]}","[3, 4, 5]",,
"commonNames","0.0","commonNames-{BIO22735+http://www.wikidata.org/entity/q1713393}","BIO22735+http://www.wikidata.org/entity/q1713393","{[none]|[jungermannia leiantha]}","[jungermannia leiantha, none]",,
"scientificName","1.0","scientificName-{BIO24440+http://www.wikidata.org/entity/q1304007}","BIO24440+http://www.wikidata.org/entity/q1304007","{leucosticte tephrocotis|leucosticte tephrocotis}","leucosticte tephrocotis",,
"category","1.0","category-{BIO22762+http://www.wikidata.org/entity/q311965}","BIO22762+http://www.wikidata.org/entity/q311965","{Vascular Plant|Vascular Plant}","Vascular Plant",,
"scientificName","1.0","scientificName-{BIO21780+http://www.wikidata.org/entity/q2081608}","BIO21780+http://www.wikidata.org/entity/q2081608","{hypoplectrus indigo|hypoplectrus indigo}","hypoplectrus indigo",,
"regions","1.0","regions-{BIO29374}","BIO29374","{[5, 6, 8, 2, 4, 3]}","[2, 3, 4, 5, 6, 8]",,
"regionnames","1.0","regionnames-{BIO17874}","BIO17874","{[northeast]}","[northeast]",,
"scientificName","1.0","scientificName-{BIO21193+http://www.wikidata.org/entity/q1309743}","BIO21193+http://www.wikidata.org/entity/q1309743","{hydriomena furcata|hydriomena furcata}","hydriomena furcata",,
"regions","0.0","regions-{BIO01180+BIO01182}","BIO01180+BIO01182","{[8, 5, 1]|[4]}","[1, 4, 5, 8]",,
"regions","1.0","regions-{BIO05016}","BIO05016","{[7]}","[7]",,
"commonNames","1.0","commonNames-{BIO44646+http://www.wikidata.org/entity/q2177499}","BIO44646+http://www.wikidata.org/entity/q2177499","{[cottonmouth jack]|[cottonmouth jack]}","[cottonmouth jack]",,
"regionnames","1.0","regionnames-{BIO27329}","BIO27329","{[southeast]}","[southeast]",,
"regionnames","1.0","regionnames-{BIO37059}","BIO37059","{[northeast, mountain prairie, alaska, southeast, midwest]}","[alaska, mountain prairie, northeast, midwest, southeast]",,
"scientificName","1.0","scientificName-{BIO13200+http://www.wikidata.org/entity/q780890}","BIO13200+http://www.wikidata.org/entity/q780890","{dendroica virens|dendroica virens}","dendroica virens",,
"listingStatuses","0.0","listingStatuses-{BIO20749+http://www.wikidata.org/entity/q1358894}","BIO20749+http://www.wikidata.org/entity/q1358894","{[none]|[least concern]}","[least concern, none]",,
"regionnames","0.0","regionnames-{BIO26648+ES1581}","BIO26648+ES1581","{[pacific southwest]|[pacific]}","[pacific southwest, pacific]",,
"scientificName","1.0","scientificName-{BIO11015+http://www.wikidata.org/entity/q42326}","BIO11015+http://www.wikidata.org/entity/q42326","{columba livia|columba livia}","columba livia",,
"regions","1.0","regions-{BIO08877}","BIO08877","{[8, 5, 7]}","[5, 7, 8]",,
"regions","1.0","regions-{BIO27945}","BIO27945","{[1]}","[1]",,
"category","1.0","category-{BIO12096+http://www.wikidata.org/entity/q2166159}","BIO12096+http://www.wikidata.org/entity/q2166159","{Insect|Insect}","Insect",,
"scientificName","1.0","scientificName-{BIO03939+http://www.wikidata.org/entity/q1125768}","BIO03939+http://www.wikidata.org/entity/q1125768","{asplenium ruta muraria|asplenium ruta muraria}","asplenium ruta muraria",,
"commonNames","1.0","commonNames-{BIO28252+http://www.wikidata.org/entity/q834638}","BIO28252+http://www.wikidata.org/entity/q834638","{[dusky capped flycatcher]|[dusky capped flycatcher]}","[dusky capped flycatcher]",,
"regions","1.0","regions-{BIO25679}","BIO25679","{[4]}","[4]",,
"listingStatuses","0.0","listingStatuses-{BIO00451+http://www.wikidata.org/entity/q2166333}","BIO00451+http://www.wikidata.org/entity/q2166333","{[none]|[least concern]}","[least concern, none]",,
"scientificName","1.0","scientificName-{BIO27692+http://www.wikidata.org/entity/q626023}","BIO27692+http://www.wikidata.org/entity/q626023","{mirounga angustirostris|mirounga angustirostris}","mirounga angustirostris",,
"regionnames","1.0","regionnames-{BIO12983}","BIO12983","{[southeast]}","[southeast]",,
"category","1.0","category-{BIO30018+http://www.wikidata.org/entity/q2122431}","BIO30018+http://www.wikidata.org/entity/q2122431","{Spider/Scorpion|Spider/Scorpion}","Spider/Scorpion",,
"commonNames","1.0","commonNames-{BIO09194+ES1212+http://www.wikidata.org/entity/q630127}","BIO09194+ES1212+http://www.wikidata.org/entity/q630127","{[june sucker]|[june sucker]|[june sucker]}","[june sucker]",,
"regionnames","1.0","regionnames-{BIO39582}","BIO39582","{[alaska]}","[alaska]",,
"commonNames","0.0","commonNames-{BIO33605+http://www.wikidata.org/entity/q25307}","BIO33605+http://www.wikidata.org/entity/q25307","{[black billed magpie]|[magpie, eurasian magpie, common magpie]}","[eurasian magpie, black billed magpie, common magpie, magpie]",,
"scientificName","1.0","scientificName-{BIO30109+http://www.wikidata.org/entity/q833503}","BIO30109+http://www.wikidata.org/entity/q833503","{oncorhynchus tshawytscha|oncorhynchus tshawytscha}","oncorhynchus tshawytscha",,
"regions","1.0","regions-{BIO08211+ES883}","BIO08211+ES883","{[8]|[8]}","[8]",,
"regions","1.0","regions-{BIO00247}","BIO00247","{[8, 1]}","[1, 8]",,
"regions","1.0","regions-{BIO05015}","BIO05015","{[7]}","[7]",,
"commonNames","0.0","commonNames-{BIO36189+http://www.wikidata.org/entity/q2180405}","BIO36189+http://www.wikidata.org/entity/q2180405","{[none]|[psilotreta labida]}","[none, psilotreta labida]",,
"listingStatuses","0.0","listingStatuses-{BIO41206+http://www.wikidata.org/entity/q934735}","BIO41206+http://www.wikidata.org/entity/q934735","{[species of concern]|[least concern]}","[least concern, species of concern]",,
"category","1.0","category-{BIO29509+http://www.wikidata.org/entity/q76503}","BIO29509+http://www.wikidata.org/entity/q76503","{Bird|Bird}","Bird",,
"commonNames","1.0","commonNames-{BIO16816+http://www.wikidata.org/entity/q2044880}","BIO16816+http://www.wikidata.org/entity/q2044880","{[swamp darter]|[swamp darter]}","[swamp darter]",,
"listingStatuses","0.0","listingStatuses-{BIO36971+http://www.wikidata.org/entity/q1265381}","BIO36971+http://www.wikidata.org/entity/q1265381","{[species of concern]|[near threatened]}","[species of concern, near threatened]",,
"commonNames","0.0","commonNames-{BIO08074+http://www.wikidata.org/entity/q837774}","BIO08074+http://www.wikidata.org/entity/q837774","{[arctic skipper]|[chequered skipper]}","[arctic skipper, chequered skipper]",,
"regions","1.0","regions-{BIO27942}","BIO27942","{[5, 4, 1]}","[1, 4, 5]",,
"category","1.0","category-{BIO09540+http://www.wikidata.org/entity/q1528805}","BIO09540+http://www.wikidata.org/entity/q1528805","{Bird|Bird}","Bird",,
"commonNames","0.0","commonNames-{BIO29778+http://www.wikidata.org/entity/q970414}","BIO29778+http://www.wikidata.org/entity/q970414","{[locust leaf miner]|[locust leaf miner, odontota dorsalis]}","[locust leaf miner, odontota dorsalis]",,
"regions","1.0","regions-{BIO06213}","BIO06213","{[4, 1]}","[1, 4]",,
"listingStatuses","1.0","listingStatuses-{BIO33541}","BIO33541","{[none]}","[none]",,
"regions","1.0","regions-{BIO23019}","BIO23019","{[1]}","[1]",,
"scientificName","1.0","scientificName-{BIO37263+http://www.wikidata.org/entity/q850488}","BIO37263+http://www.wikidata.org/entity/q850488","{remora osteochir|remora osteochir}","remora osteochir",,
"commonNames","0.0","commonNames-{BIO33254+http://www.wikidata.org/entity/q589028}","BIO33254+http://www.wikidata.org/entity/q589028","{[saddleback gunnel]|[saddled blenny, saddleback gunnel, pholis ornata]}","[pholis ornata, saddled blenny, saddleback gunnel]",,
"category","1.0","category-{BIO39416+http://www.wikidata.org/entity/q1210127}","BIO39416+http://www.wikidata.org/entity/q1210127","{Fungi|Fungi}","Fungi",,
"commonNames","0.0","commonNames-{BIO09162+http://www.wikidata.org/entity/q468009}","BIO09162+http://www.wikidata.org/entity/q468009","{[semipalmated plover, semipalmated ringed plover, ringed plover]|[semipalmated plover]}","[ringed plover, semipalmated plover, semipalmated ringed plover]",,
"listingStatuses","1.0","listingStatuses-{BIO12066}","BIO12066","{[none]}","[none]",,
"listingStatuses","1.0","listingStatuses-{BIO38301}","BIO38301","{[none]}","[none]",,
"regions","1.0","regions-{BIO32626}","BIO32626","{[2]}","[2]",,
"category","1.0","category-{BIO32791+http://www.wikidata.org/entity/q1692720}","BIO32791+http://www.wikidata.org/entity/q1692720","{Vascular Plant|Vascular Plant}","Vascular Plant",,
"scientificName","1.0","scientificName-{BIO03932+ES21}","BIO03932+ES21","{asplenium peruvianum var. insulare|asplenium peruvianum var. insulare}","asplenium peruvianum var. insulare",,
"regions","1.0","regions-{BIO24217}","BIO24217","{[2, 4]}","[2, 4]",,
"listingStatuses","0.0","listingStatuses-{BIO40848+http://www.wikidata.org/entity/q692332}","BIO40848+http://www.wikidata.org/entity/q692332","{[none]|[least concern]}","[least concern, none]",,
"listingStatuses","1.0","listingStatuses-{BIO39632}","BIO39632","{[none]}","[none]",,
"commonNames","1.0","commonNames-{BIO23810+ES1343+http://www.wikidata.org/entity/q33261}","BIO23810+ES1343+http://www.wikidata.org/entity/q33261","{[ocelot]|[ocelot]|[ocelot]}","[ocelot]",,
"commonNames","0.0","commonNames-{BIO00153+http://www.wikidata.org/entity/q1816436}","BIO00153+http://www.wikidata.org/entity/q1816436","{[papillose blenny]|[papillose blenny, acanthemblemaria chaplini]}","[papillose blenny, acanthemblemaria chaplini]",,
